pairid	sentid	comparison	sentence	source
3	1	expected	"Soy para tu paladar
Solo pedacito de noche
Un frasco de una probada do que lo pode ser
Una cucharada de luna y solo una gotita de mi
El aperitivo que dejara con el sabor
Lo que continua sera de tu eleccion
Tengo la receta perfecta, el ingrediente y el sazon
Tengo lo que tu necesitas escondido en el menú.
El aperitivo que dejara con el sabor
Lo que continua sera de tu eleccion
Ven y prueba este rinconcito de mi
Ven y toma una probadita de mi
Soy para tu paladar
A la rolecita mas dulce, se le desviste con pasión
Tiene un bertura de luces pero me sinto tueda sin sabor
Solo a fuego lento se cocina con amor
Tocame muy lento hasta mi punto de coaccion
Ven y prueba este rinconcito de mi
Ven y toma una probadita de mi
Ven y prueba este rinconcito de mi
Ven y toma una probadita de mi"	es
2	1	expected	"Eu acordei mais um dia
E vi minha vida mudar
O passado deixou alegrias
Mas o amanhã é uma droga a se pensar
Não posso mudar o que foi feito
Nem advinhar o que virá
Às vezes eu queria poder parar..
mas...
A vida continua
Amadurece
Pare de se corroer
Vire a página
O tempo não pára
Já enxuguei meus olhos
Ontem choramos
Amanhã vamos sorrir
A vida continua
Amadurece
Pare de se corroer
Vire a página
O tempo não pára
Já enxuguei meus olhos
Ontem choramos
Amanhã vamos sorrir
Memórias são suas vidas passadas
Boas ou ruins não podemos repetir
Os dias se foram
E nunca mais os teremos de volta
Agora devemos seguir nosso caminho
Apesar do medo e do receio
Às vezes nós queríamos voltar..
mas...
A vida continua
Amadurece
Pare de se corroer
Vire a página
O tempo não pára
Enxugue seus olhos
Ontem choramos
Amanhã vamos sorrir
A vida continua
Amadurece
Pare de se corroer
Vire a página
O tempo não pára
Enxugue seus olhos
Ontem choramos
Amanhã vamos sorrir
Atormentados pelas alegrias e os medos
Presos nos momentos esquecidos
O passado está rindo
Enquanto o presente quer chorar
O tempo não dá uma segunda chance
Porque não há tempo para arrependimentos
Mas a vida continua
Amadurece
Pare de se corroer
Vire a página
O tempo não pára
Enxugue seus olhos
Ontem choramos
Amanhã vamos sorrir
Mas a vida continua
Amadurece
Pare de se corroer
Vire a página
O tempo não pára
Enxugue seus olhos
Ontem choramos
Amanhã vamos sorrir"	pt
3	1	expected	"Si tu me hubieras dicho siempre la verdad
Si hubieras respondido cuando te llame
Si hubieras amado cuando te ame
Serias en mis suenos la mejor mujer
Si no supiste amar, ahora te puedes marchar
Si tu supieras lo que yo sufri por ti
Teniendo que olvidarte sin saber por que
Y ahora me llamas, me quieres ver
Me juras que has cambiado y piensas en volver
Si no supiste amar ahora te puedes marchar
Alejate de mi, no hay nada mas que hablar
Contigo yo perdi, ya tengo con quien ganar
Ya se que no hubo nadie que te diera lo que yo te di
Que nadie te ha cuidado como te cuide
Por eso comprendo que estas aqui
Pero ha pasado el tiempo y yo tambien cambie
Si no supiste amar, ahora te puedes marchar
Alejate de mi, no hay nada mas que hablar
Contigo yo perdi, ya tengo con quien ganar
Ya se que no hubo nadie que te diera lo que yo te di
Que nadie te ha cuidado como te cuide
Por eso comprendo que estas aqui
Pero ha pasado el tiempo y yo tambien cambie
Si no supiste amar, ahora te puedes marchar
Si no supiste amar, ahora te puedes marchar"	es
2	1	expected	"A rua escura deserta
Acelera o desejo
Eu piso fundo no mundo
Com o farol aceso
Uma sirene: Polícia!
No retrovisor
Não sei se é paranóia
Ou se sou infrator
Em cada curva fechada
Espero pelo pior
Estranho cheiro de sangue
Ninguém ao redor
No carro o rádio anuncia
Mais um assassinato
Vejo seu corpo na esquina
Paro o carro e salto
Como vou te esquecer?
Seu beijo é mesmo assim
Marcas no pescoço me dizem
Que o tempo todo só
Querias assistir o meu fim
Um dia seu nome é Ana
No outro dia, Janete
O tempo todo na cama
Afiando a gilete
Só sai na rua se for
Em busca de uma brisa
E quando o dia começa
Você corre da polícia
A vida inteira agitou
E hoje vive no vício
Um vai e vem, entra e sai
Na porta do edifício
Seu veneno é cruel
Seu olhar assassina
Me queimo no seu calor
Coração de heroína
Como vou te esquecer?
Seu beijo é mesmo assim
Marcas no pescoço dizem
Que o tempo todo só
Querias assistir o meu fim"	pt
3	1	expected	"robame el alma y bebela
embriagate hasta caer,
y amame hasta enloquecer
moja mis sueños con tu luz
moja mis cabellos y mi piel
hay algo en ti que me pone bien
robame el alma
elevame con tu espiritu
robame el alma
inyectame fuerza con tu luz
robame el alma
robame el alma y siembrala
entre tu pecho y el corazon
entre las nubes de tu pasion
desnuda mi alma y curala
llena mis ojos con tu luz
llena mi mar con tu espiritu
robame el alma
elevame con tu espiritu
robame el alma
inyectame fuerza con tu luz
robame el alma
robame el alma
elevame con tu espiritu
robame el alma
inyectame fuerza con tu luz
robame el alma
desnudame el alma
y curame el alma
robame toda el alma
desnudame el alma
y curame el alma
robame toda el alma"	es
3	1	expected	"Mi patito de juguete
tú me vas a acompañar
esta todo preparado para irnos a bañar
se ha llenado la bañera
la llave hay que cerrar
cuando yo te diga ahora
nos tenemos que mojar
los dos al agua, los dos al agua
ven conmigo tengo ganas de jugar
los dos al agua, los dos al agua
ven conmigo que nos vamos a bañar
los dos al agua, los dos al agua
ven conmigo tengo ganas de jugar
los dos al agua, los dos al agua
ven conmigo que nos vamos a bañar
ven patito, vamos!
el agua si esta lista!
apurate!
despacito, despacito
yo te quiero enjabonar
llevaré mi baldecito despues te voy a enjuagar
nos lavamos la cabeza pero no hay que llorar
si cerramos los ojitos
el shampoo no puede entrar
los dos al agua, los dos al agua
ven conmigo tengo ganas de jugar
los dos al agua, los dos al agua
ven conmigo que nos vamos a bañar
los dos al agua, los dos al agua
ven conmigo tengo ganas de jugar
los dos al agua, los dos al agua
ven conmigo que nos vamos a bañar"	es
2	1	expected	"Antigamente quando eu me excedia
Ou fazia alguma coisa errada
Naturalmente minha mãe dizia:
""Ele é uma criança, não entende nada""...
Por dentro eu ria
Satisfeito e mudo
Eu era um homem
E entendia tudo...
Hoje só com meus problemas
Rezo muito, mas eu não me iludo
Sempre me dizem quando fico sério:
""Ele é um homem e entende tudo""...
Por dentro com
A alma tarantada
Sou uma criança
Não entendo nada..."	pt
1	1	expected	"What's gone wrong, I can't see straight
Been too long, so full of hate
What the fuck will it take
Drown myself in my wake
Another shaggy D.A.
Now a dog, shake my leg
Plastic man, paper face
Candy heart, what a waste
Gotta change, set a date
Eat my cake, lick my plate
Stare at me with empty eyes and
Point your words at me
Mirror on the wall will show you
What you're scared to see
I can see, yeah - (wish I couldn't see at all)
I can feel - (wish I couldn't feel at all)
Hate to see - (wish I couldn't see at all)
Hate to feel - (wish I couldn't feel at all)
So climb walls,
Thin my blood now
And I crawl, back to bed now
What the hell, gotta rest
Aching pain in my chest
Lucky me, now I'm set
Little bug for a pet
New Orleans, gotta get
Pin cushion medicine
Used to be curious
Now the shit's sustenance
All this time I swore I'd never
Be like my old man
What the hey it's time to face
Exactly what I am
I can see, yeah - (wish I couldn't see at all)
I can feel - (wish I couldn't feel at all)
Hate to see - (wish I couldn't see at all)
Hate to feel - (wish I couldn't feel at all)
What the hell, gotta rest
Aching pain in my chest
Lucky me, now I'm set
Little bug for a pet
New Orleans, gotta get
Pin cushion medicine
Used to be curious
Now the shit's sustenance
All this time I swore I'd never
Be like my old man
What the hey it's time to face
Exactly who I am
I can see, yeah - (wish I couldn't see at all)
I can feel - (wish I couldn't feel at all)
Hate to see - (wish I couldn't see at all)
Hate to feel - (wish I couldn't feel at all)
."	en
2	1	expected	"É assim a vida, é movimento
Cercados em certezas
Um dia tudo pára
Sóbrios, ricos e frios
Novas regras e subversão
Formatando a verdade e ""bum""
Aí está você
A mentira que te satisfaz
Respostas sempre tão corretas
Isso faz vender
Se enganar é bem mais fácil
O ódio é uma caixa
E o amor também
Simples de usar
Difíceis de aprender
Todos sabem tudo
Menos se calar
Todos querem ensinar
Precisam de atenção
A mentira que te satisfaz
Respostas sempre tão corretas
Isso faz vender
Se enganar é bem mais fácil
Se permitir viver
Tudo de novo
Se não estava bem (destruir)
Tudo que já fez
Já me basta, este é meu limite
Não quero ser tão cínico quanto você
Que tudo vai morrer, eu sei
Mas prefiro estar aqui
E tentar!
A mentira que te satisfaz
Respostas sempre tão corretas
Isso faz vender
Se enganar é bem mais fácil
Se permitir viver
Tudo de novo
Se não estava bem (destruir)
Tudo que já fez"	pt
1	1	expected	"Dust on dust, in a new room
First impressions of the sun
Burnt the skin now are buried
We've been staring up too long
Eyes gone dry
no more tears
Salt and shame upon my tongue
Dust on dust, drying flowers
We've been coming here too long
Here in the golden mirror watch
Every word you say shatter
And find a way to cut like golden days
Flesh on flesh on the dry earth
Our reflections are the same
Wearing dust, match the desert
Past is captured as it's made in your image
Like an actress lying to protect her age
Dust on lens
dying flowers
We shall not return again
Here in the golden mirror watch every word
You say shatter and find a way
To cut like golden days
Your watching as I fade
Fading as I'm watching every word I say
Loving how I fade, wilting like a flower
Knowing that the rain may fall too late
It can't revive my dying flowers
Oh the rain may fall..
too late
This is our final hour"	en
1	1	expected	"C'mon ...
Up in the morning and out to school
The teacher is teaching the golden rule
American history and practical maths
You studyin' hard and you're hopin' to pass
Ooh you're working your fingers right down to the bone
And the guy behind you won't leave you alone
Ring ring goes the bell
The cook in the kitchen is ready to sell
But you're lucky if you can find a seat
You're fortunate if you got time to eat
Well back in the classroom open your books
Ooh the teacher don't know how mean she looks
Hail hail rock 'n' roll, hail hail rock 'n' roll
Hail hail rock 'n' roll, hail hail rock 'n' roll
Hail hail rock 'n' roll, hail hail rock 'n' roooooll
As soon as 3 o'clock goes around
You finally lay your burden down
Throw down your books and outta your seat
You go down the hallway into the street
And you're tryin' to forget just where you've been
You find a juke joint, you go in
You drop the quarter right into the slot
You gotta hear something that's really hot, like me
With the one you love you're makin' romance
All day long they wanted to dance
And you're feeling the music from head to toe
As round and round and round you go
Get over here
Long live rock 'n' roll, long live rock 'n' roll
Long live rock 'n' roll, long live rock 'n' roll
Long live rock 'n' roll, long live rock 'n' roll, hey
Rock, rock, rock 'n' roll, rock, rock, rock 'n' roll
Rock, rock, rock 'n' roll, rock, rock, rock 'n' roll
Rock, rock, rock 'n' roll, rock, rock, rock 'n' roll, c'mon
Rock, rock, rock 'n' roll, rock, rock, rock 'n' roll
Rock, rock, rock 'n' roll, rock, rock, rock 'n' roll
Rock, rock, rock 'n' roll, rock, rock, rock 'n' roll."	en
2	1	expected	"Conheci uma garota
Submissa
Tudo o que eu mandava
Ela Fazia
Tudo o que eu queria
Ela fazia
Tudo o que eu sonhava
Ela fazia
Submissa
Submissa
Submissa
Conheci uma garota
Submissa
Tudo o que eu queria
Ela fazia
Tudo o que eu mandava
Ela fazia
Tudo o que eu sonhava
Ela fazia
Submissa
Submissa
Submissa"	pt
3	1	expected	"Me he quedado con la duda si serias o no
La puerta del laberinto donde me he perdido yo
Me he quedado con la duda si serias mi amor
Esa tierra prometida que ha latido todo en mi dolor
Me quedé con otra duda y te preguntaré
Si tu también te quedaste como me quedé
Con la duda
Con la duda
Aun quizá lo fue injusto
Yo lo sé
Con la duda, con la duda
Aun quizá lo fue injusto
Yo lo sé
Se quedó con la ilusión y barcas de papel
De navegar por tus mares y a tus aguas y serles fiel
Me quedé con la esperanza de que mi canción
Entrando por tus oídos abriera tu corazón
Me he quedado
Me he quedado
Con la duda, la esperanza y la ilusión
Me he quedado
Me he quedado
Con la duda, la esperanza y la ilusión
Nos quedamos fantaseando con el beso aquel
Aquel beso que mis sueños recuerdan a tu piel
Me quedé tomando al potro y aquella pasión
Yo la escucho relinchar de nuevo en mi canción
Me he quedado
Me he quedado
Con la duda, la esperanza y la ilusión
Me he quedado
Me he quedado
Con la duda, la esperanza y la ilusión
Nos quedamos
Nos quedamos
Con la duda la esperanza y la ilusión
Nos quedamos
Nos quedamos
Y aquí estamos con la duda la esperanza y la ilusión"	es
2	1	expected	"Depois de Nós (Acústico MTV)
Hoje os ventos do destino
Começaram a soprar
Nosso tempo de menino
Foi ficando para trás
Com a força de um moinho
Que trabalha devagar
Vai buscar o teu caminho,
Nunca olha para trás
Hoje o tempo voa nas asas de um avião
Sobrevoa os campos da destruição
É um mensageiro das almas
Dos que virão ao mundo
Depois de nós
Hoje o céu está pesado,
Vem chegando temporal
Nuvens negras do passado,
Delirante flor do mal
Cometemos o pecado de não saber perdoar
Sempre olhando para o mesmo lado
Feito estátuas de sal
Hoje o tempo escorre dos dedos das nossas mãos
Ele não devolve o tempo perdido em vão
É um mensageiro das almas
Dos que virão ao mundo
Depois de nós
Meninos na beira da estrada
Escrevem mensagens com lápis de luz
Serão mensageiros divinos
Com suas espadas douradas, azuis
Na terra, no alto dos montes
Florestas do norte, cidades do sul
Meninos avistam ao longe
A estrela do menino Jesus"	pt
3	1	expected	"Escucha el sonido de la lluvia cayendo
cayendo encima como una llama del Armageddon (hey!)
La vergüenza, la única qu muere sin nombre.
Escucha a los perros ladrar desafinados
a un himno llamado Confianza y Miseria (hey!)
Una súplica, la compañía ha perdido la guerra hoy.
Pido soñar y no estar de acuerdo con esas mentiras vacias
Este es el amanecer del resto de nuestras vidas
en vacaciones.
Hay un tambor sonando a destiempo
Otro protestante ha cruzado la línea (hey!)
para encontrar el dinero en el otro lado.
Puedo obtener otro Amen (Amen)
Hay una bandera enrollado alrededor del ""score"" de los hombres (hey)
Una mordaza, una bolsa de plástico en un monumento.
Pido soñar y no estar de acuerdo con esas mentiras vacias
Este es el amanecer del resto de nuestras vidas
en vacaciones.
""El representante de california tiene el suelo"" (tiene la palabra?)
Zieg heil a la bolsa de gas del presidente (¿?¿?¿?)
Bombas afuera son vuestro castigo
Pulverizad las torres Eiffel
que critiquen vuestro gobierno
Bang bang hace el cristal roto
Matad a todos los ""maricas"" que no estén de acuerdo
Juicios de fuego, escenario de fuego
No exite un camino que tenga sentido para mi
porque, porque serian ilegales, yeah!
Pido soñar y no estar de acuerdo con esas mentiras vacias
Este es el amanecer del resto de nuestras vidas
Pido soñar y no estar de acuerdo con esas mentiras vacias
Este es el amanecer del resto de nuestras vidas.
Esta es nuestra vida en vacaciones."	es
2	1	expected	"Eu não vejo a hora
De mudar meu jeito de pensar
Sei que agora
Tenho que encontrar o meu lugar

Penso nisso tudo
Sei que eu não posso me atrasar
Ver o que acontece
Tenho uma chance de mudar

Uma vez estando lá
Não consegue mais voltar
Do outro lado vou ficar
Esperando por você"	pt
3	1	expected	"Independiente' como el aire
Descember Bueno
Micha; Enrique Iglesia'
No quiero que esta noche pase y se nos acabe
Quiero que sea interminable
Ella sabe entrar en mi cabeza
Con delicadeza me des-estresa
Ella sabe qué botón tocarme
Porque tiene el poder y la magia para impresionarme
Cuando yo estoy con ella es como beberme
entera la pasión en la botella
Cuando ella se entrega yo caigo borracho
Borracho de amor en sus brazos
Cuando ella me da un beso su sabor me sube al cielo
Y yo me pierdo en su universo
Me llevo un viaje de ida sin regreso
Y yo le pido ""Vámono' más lejo'""
Empezamos en el suelo
Y levantamos vuelo
Tú y yo nos fuimos lejo', lejo'
Tú y yo nos fuimos lejo'
Empezamos en el suelo (empezamos en el suelo)
Y levantamos vuelo (y levantamos vuelo)
Tú y yo nos fuimos lejo', lejo'
Yo quiero que esta noche ganen los sentimientos
Que sigan subiendo, libres como el viento
Ella sabe cómo enamorarme
Sabe complacerme y me divierte
Ella sabe qué botón tocarme
Porque tiene el poder y la magia para impresionarme
Cuando yo estoy con ella es
como beberme entera la pasión en la botella
Cuando ella se entrega yo caigo borracho
Borracho de amor en sus brazos
Cuando ella me da un beso su sabor me sube al cielo
Y yo me pierdo en su universo
Me llevo un viaje de ida sin regreso
Y yo le pido ""Vámono' más lejo'""
Empezamos en el suelo
Y levantamos vuelo
Tú y yo nos fuimos lejo', lejo'
Tú y yo nos fuimos lejo'
Empezamos en el suelo (empezamos en el suelo)
Y levantamos vuelo (y levantamos vuelo)
Tú y yo nos fuimos lejo', lejo'
¡Micha!
Nos fuimo' lejo'
Sin escala, sin equipaje
Sin Aduana pa' que no te quede' con las ganas
Que si no me abres la puerta me cuelo por la ventana
Que si tú te llamas ""Eva"" no me escondas la manzana
Que no es poquito, papi, yo tengo mucho, cantidá'
Que con papito tú no le temes a la oscuridá'
Es que empezamos en el suelo, la cama y después el sofá
Y me reservo el baño por si pide' má'
Empezamos en el suelo (en el suelo)
Y levantamos vuelo (levantamo' vuelo)
Tú y yo nos fuimos lejo', lejo'
Tú y yo nos fuimos lejo' (lejo')
Empezamos en el suelo (empezamos en el suelo)
Y levantamos vuelo (y levantamos vuelo)
Tú y yo nos fuimos lejo', lejo'
Tú y yo nos fuimos lejo' (lejo')
Empezamos en el suelo (en el suelo)
Y levantamos vuelo (y levantamo' vuelo)
Tú y yo nos fuimos lejo', lejo'
Tú y yo nos fuimos lejo'"	es
3	1	expected	"O'neil, (what?!)
El árabe
Ja, simplemente el obi-wan
You know 
.
Mama traje eso pa ver si t excita, (mmmh)
La maquinita
Esto lo hice pa la flaca, idia rubia y morenita
La maquinita
Pa la que de día son santa, pero de noche son diablitas
La maquinita
Entonces baila bien pegao asi que agarra tu mamita y dale
La maquinita
Mami tu quiere la maquinita? (dame la maquinita)
Mami tu quiere la maquinita? (dame la maquinita)
Mami tu quiere la maquinita? (dame la maquinita)
Mami tu quiere la maquinita? (dame la maquinita)
Dale mami muévete,
No tengas miedo y atrevete
Hazle caso al obi q el tipo sabe q lo q
Yo no se,
Pero mira con el flo q te baje
O'neil la monta y obi-wan la trae como e
Yo le monto lo q
Yo le digo lo que e
De la forma mas dura!
Yo la monto a pesar,
Yo la traigo a pesar
De la forma mas dura!
Yo le monto lo q
Yo le digo lo que e
De la forma mas dura!
Y d una forma mas dura,
Obi wan la trae dura!
Mami tu sabe como estamos
Empezamos en la disco y en tu casa terminamos
La nevera la sellamos
Los artículos sacamos
La mano yo te pase y el tute estaba excitado
Mami tu quiere la maquinita? (dame la maquinita)
Mami tu quiere la maquinita? (dame la maquinita)
Mami tu quiere la maquinita? (dame la maquinita)
Mami tu quiere la maquinita? (dame la maquinita)
Mami tu quiere la maquinita? (duro!, duro!)
Mami tu quiere la maquinita? (duro!, duro!)
Mami tu quiere la maquinita? (duro!, duro!)
Mami tu quiere la maquinita?
Entonce baila con turbina
Bien pegadito en una esquina
Dale pega buen y que suba la adrelarina
Que viva
La música que hoy represento
Soy otro sibagueño 100%
Que la monto a pesar,
Que la traigo a mover,
Que la pone a bailar
Que a pone a mover
O'neil la monta
Obi-wan le mete rápido suelta ese billete
Que no hay competencia
Que nos reten
Que estamos (what?!)
Porque estamos (que?!)
Bien al gárrete
Mama traje eso pa ver si te excita, (mmmh)
La maquinita
Esto lo hice pa la flaca, idia rubia y morenita
La maquinita
Pa la que d día son santa, pero de noche son diablitas
La maquinita
Entonces baila bien pegao asi que agarra tu mamita y dale
La maquinita
Mami tu quiere la maquinita? (dame la maquinita)
Mami tu quiere la maquinita? (dame la maquinita)
Mami tu quiere la maquinita? (dame la maquinita)
Mami tu quiere la maquinita? (dame la maquinita)
Obi-wan las conquista y las vuelve adictas
Dale mami baila conmigo y la maquinita
Obi-wan las conquista y las vuelve adictas
Dale mami baila conmigo y la maquinita
Se reporta pal corillo
El mejor
Simplemente el Obi-wan
O'neil el arabe
Oye, abusando
jajaja"	es
2	1	expected	"Às vezes você pensa que pode me guiar
Seguir meus passos, dizer o que fazer
Planejar meu futuro sem ao menos perguntar
Controlar minha vida, só eu tenho este poder
Me perdoe te fazer acreditar
Quando me conheceu quis fazer parte de mim
Você tem tudo o que eu posso dar
Tentar me transformar não vai ser fácil assim
Não pedi pra você ser assim
Largar tudo e viver só pra mim
Não estar tão perto de você
Não quer dizer que eu vá te esquecer
A vida é curta não há tempo
Tenho muito ainda que aprender
Quero estar com você cada segundo
Do meu jeito sei que vai entender
Falo por mim mas vale pra você
Não me julgue não me condene
Pode ser que eu esteja errada
Não é o fim mas o inicio
Não pedi pra você ser assim
Largar tudo e viver só pra mim
Não estar tão perto de você
Não quer dizer que eu vá te esquecer
Você pensou que abriria mão de tudo
Vivendo minha vida preso a você
A minha liberdade não tem preço
Tentar me controlar é só mais um erro"	pt
2	1	expected	"Quem você pensa que eu sou
aquele que você viu na TV
o que te faz pensar que sou tão diferente de você?
pois eu tenho família e filhos pra criar
e sou que estou aqui
lutando pelo que é meu por direito
Devo ocupar
Devo produzir
Devo resistir
Pouco me importa se você não gosta
da cor da minha bandeira
Pois sou eu que estou aqui
e sou eu que tomo bala dos que deveriam
me defender
falsos amigos de uma nação
não querem ensinar o que é um cidadão
Devo ocupar
Devo produzir
Devo resistir
""O campo brasileiro continua produzindo sangue e assistindo como no passado a um desfile de
bandeiras vermelhas entre multidões de miseraveis sob o comando do mst, combater um latifundio,
desapropriar, ocupar e destribuir as palavras de odio que resistem ao tempo como resistem a concentração
diaria; 0,9 dos produtores detem mais de 35% das terras""
A ganância dessa elite já foi demais
400 anos de massacre também já é demais
Vou ocupar
Vou produzir
Vou resistir
PODER AO POVO"	pt
1	1	expected	"Zero low, go on now slow
Make it quick, and make a body shake
They'll try to hold you down
They can put ya round
They tryna hold you back
Get ya on a rail track
Hard times, goin' south
Don't you care for mine?
I'm not gonna make it far
Feelin' rough the time
Heart pumpin', feet are jumpin'
It's hard lovin', keeps me runnin'
They'll try to hold you down
They can put ya round
They tryna hold you back
Get ya on a rail track
Hard times, goin' south
Don't you cross the line
I'm not gonna make it far
Feelin' rough the time
Hard time, diddo time
Find me down the line
Hard times, get on by
Make it for me blind
Hard times is hard times, she'll be good to me
Hard times, hard times, she'll be good to me
Hard times, been on sand, don't you cross the land
Hard times, get on by, make it worth the?
Hard times, been on sand, don't you cross the land
Hard times, get on by, make it worth the [?]"	en
2	1	expected	"Se não fizer por merecer
o amor que eu tenho pra te dar
Em cada instante que eu viver
você não perder por esperar
E quando o dia amanhecer
e olhar pro lado vai sentir
A falta que eu posso fazer, você vai chorar
AAh, eu sei, que ninguém vai se entregar
A você como eu me entreguei
AAh, eu sei, que quando essa noite se for
Você vai lembra de mim
Vai se lembrar, dos nossos beijos
E das canções, que dançamos juntos
Vai se lembrar, dos nossos verões
Da roupa perdida no chão, da cama sem lençol
E vai se arrepender, por não ter dado valor
A quem sempre te defendeu
quando seu mundo desabou
AAh, eu sei, que ninguém vai se entregar
A você como eu me entreguei
AAh, eu sei, que quando essa noite se for
Você vai lembrar de mim"	pt
2	1	expected	"Plut, plat, zum
Não vai a lugar nenhum (bis)
Tem que ser selado
Registrado, carimbado
Avaliado e rotulado
Se quiser voar (Se quiser voar)
Pra lua a taxa é alta
Pro sol identidade
Mas já pro seu foguete
Viajar pelo universo
É preciso meu carimbo
Dando sim, sim, sim, sim
Pluct, plat zum
Não vai a lugar nenhum
Pluct, plact zum
Não vai a lugar nenhum
Tem que ser selado
Registrado, carimbado
Avaliado e rotulado
Se quiser voar (se quiser voar)
Pra lua a taxa é alta
Pro sol identidade
Mas já pro seu foguete
Viajar pelo universo
É preciso meu carimbo
Dando sim, sim, sim, sim
pluct, plact zum
Não vai a lugar nenhum
Não vai, não vai
PLuct, plact zum
Não vai a lugar nenhum
Mas olha vejam só
Já estou gostando de vocês
Aventura como essa eu
Nunca experimentei
O que eu queria mesmo
Era ir com vocês
Mas já que eu não posso
Boa viagem até outra vez
Agora
Pluct, plact zum
Pode partir sem problema algum (bis) (boa viagem)
Pluct, plact zum
Pode partir sem problema algum (bis)"	pt
2	1	expected	"Você tem pressa
Só quer chegar
Ao que interessa
Você deixou pra trás
O que não quer mais encontrar
Seus pensamentos
Estão no ar
E o que importa
Você pensa que não vai achar
Nem mais encontrar
Você não dorme
Não quer sonhar
Sempre acordada
Pensando no que vai fazer
E no que vai falar
Suas palavras
Soltas no ar
Não dizem nada
Faz tempo que você
Não tem chão onde possa pisar"	pt
1	1	expected	"No one ever said that life was fair and I'm not saying that it should be
So knowing that you are where you want to be and I'm not comes as no surprise
But don't expect me to be happy for you
And don't smile at me and tell me things will work out for me too
I don't want your pity...I hate your pity
Taste your vanity...
Its sweet bitterness as you hide behind your veil of my stolen hopes and lost dreams
You took them all...
I watched you steal my thoughts and had to see you smile
As you build your dreams on my shattered hopes
I'll look back on a day once loved and fantasize for tragedy
Beg me to make this easier and listen to my hopeless cries
Suffer alone in emptiness
I lust to see you swallowed by the mess that you left in your wake
Disgust lies deep within your empty gaze...
Beg me to make this easier and listen as my hopeless cries
Send stares into your meaningless eyes
My envy can't describe how I loathe you for having all the stars
Leaving my eyes to marvel the sky knowing it should be mine
Yet it's you I see wasting the dream that only I deserve
I'll tear off your face to see your smile
As you build your dreams on my shattered hopes
I'll look back on a day once loved and fantasize for tragedy

..
Cássio Bouvier =]"	en
3	1	expected	"Cuando estamos frente a frente
El sonido y todo se detiene
Nuestra luz intermitente, pura y fiel complicidad
Es eterna nuestra historia
Y en el carrusel de mi memoria
Oigo voces en mi mente
Fuertemente que intensamente
Están ahí
Están ahí
Siento en el planeta entero
El pulso de mis pies tocando el suelo
Están ahí
Están ahí
Siento en el planeta entero
El pulso de mis pies tocando el suelo
Estar juntos es urgente
Y lo nuestro nadie más lo entiende
Oigo voces en mi mente
Fuertemente que intensamente
Están ahí
Están ahí
Siento en el planeta entero
El pulso de mis pies tocando el suelo
Están ahí
Están ahí
Siento en el planeta entero
El pulso de mis pies tocando el suelo
Nada logrará separarnos
Ya sobrevivimos altos y bajos
Ni los dragones, ni el fuego nos quemarán
Los temblores no nos sacudirán
Nada logrará separarnos
Para el universo ya está firmado
Contra el viento y la fuerza de un huracán
Un ejército que nadie vá parar
Están ahí
Están ahí
Siento en el planeta entero
El pulso de mis pies tocando el suelo"	es
3	1	expected	"Ya no necesito tu amor
Ya no necesito tu amor, ni tu dinero,
Ya no necesito tu amor
Ya no necesito tu amor, aventurero.
Difícil me engañaste, me vaciaste el corazón
te burlaste de mis besos los cambiaste por traición
Podré ya abrir a la puerta para que no vuelvas máas
Esa história está resuelta, ven con otras a jugar
Mi cuerpo no te volará,
Lo cambiará, lo cambiarás y pagarás
Los años de TE QUIERO
Ya no necesito tu amor
Ya no necesito tu amor, ni tu dinero,
Ya no necesito tu amor
Ya no necesito tu amor, aventurero.
Baseabas tu vida por la fiesta y nada más
Largas noches de locuras que mañana olvidarás
Se el delirio se te pasa algum dia volverás
Pero aqui no tienes casa alla fuera quedaras
Mi cuerpo no te volará,
Lo cambiará, lo cambiarás y pagarás
Los años de TE QUIERO
Ya no necesito tu amor
Ya no necesito tu amor, ni tu dinero,
Ya no necesito tu amor
Ya no necesito tu amor, aventurero."	es
