textid	text	label
880	Memories saved destined to capture Decades passing by a way to remember (We need to remember) Moments fade leaving to rejoin decades passing by Let's savor the present but not lose the future The shifting sands of time pour from the past But you don't know then what you hate to now I try to argue but I'm not getting through Close your eyes and sing along with me Relive the memory We've been here before And I'm begging for more a destination so beautiful I'm speechless Idle hand are the devil's playground Problem solved Get off your ass and pretend that you care Nothing will change if we don't stand and fight Call us to arms into the night If we all take it for granted music soon will die It's vanishing slowly through ignorant madness If you see what's wrong take a stand and scream out loud If they want silence then disappoint them all! I try to argue but I'm not getting through Close your eyes and sing along with me Relive the memory	Metal
881	I’d push you away but you are the only thing I know… I can’t help believing in you…the idea of beauty leaves me enslaved say you’ll stay for tonight and I promise you this will be the last I’d push you away but you are the only thing I know at your feet I now lay for you are the only thing I know I stare blindly into my reflection a piece of me lost…I am terrified that I cannot breathe without you I am nothing in my eyes if not lost I can’t see past your eyes, without them I would die Shackles cut my wrists as I fight the chains None can hold me I’d	Metal
882	I toss and turn and lie awake...it torments me, I must know why It just seems too easy...what is beyond that door? As I take a step back I wonder could I go on and turn the key? Look away! Turn away! I should remember nothing is what it seems For once in my life I will resist...temptation has Come alive again! When all is said and done I may not be able to move on If I don't know what lies beyond Desire is now the one in control Am I strong enough to not ever know what I'd find? Should I press on? I can almost hear anguished cries as they suffer Welcome to the bodies! I should run... I should	Metal
883	I'm having trouble breathing And if I don't think fast I'm likely to find myself here for good Panic sets in as I start to question Why I see you standing there beyond the glass Who said that we never would touch the speed of light? So far behind me, understanding Stars become rivers flowing backwards, oh yea! When did my heartbeat start to echo? Why are my thoughts now fading, drifting, yea! Twisting, yea! tearing, yea! bleeding, yea! Excuse me, are you a maniac? I am and I'm okay with that My moon, my stars One last night, one final kiss Desire begging me not to go Goodbye my everything I'm terrified, I pull you near Making sure that you are real Open my eyes, it was all a dream Goodbye my everything An endless maze, a mobiüs labyrinth Exodus, redemption, where have you gone! And yet your gaze will not cease to burn into me! So far removed, so mockingly you observe Pariah, hypocrite! I will be free! And yet you will remain Excuse me, are you a maniac? I am and I'm okay with that My moon, my stars One last night, one final kiss Desire begging	Metal
884	I'm having trouble breathing And if I don't think fast I'm likely to find myself here for good Panic sets in as I start to question Why I see you standing there beyond the glass Who said that we never would touch the speed of light? So far behind me, understanding Stars become rivers flowing backwards, oh yea! When did my heartbeat start to echo? Why are my thoughts now fading, drifting, yea! Twisting, yea! Tearing, yea! Bleeding, yea! Excuse me, are you a maniac? I am and I'm okay with that My moon, my stars One last night, one final kiss Desire begging me not to go Goodbye my everything I'm terrified, I pull you near Making sure that you are real Open my eyes, it was all a dream Goodbye my everything An endless maze, a mobiüs labyrinth Exodus, redemption, where have you gone! And yet your gaze will not cease to burn into me! So far removed, so mockingly you observe Pariah, hypocrite! I will be free! And yet you will remain Excuse me, are you a maniac? I am and I'm okay with that My moon, my stars One last night, one final kiss Desire begging	Metal
885	Dearest love, I hope this finds you well I am kidding this is probably hell Lonely stranger with a brush in hand Never saw me sneaking up on him Tonight say goodbye to what you thought you knew They'll blame the blood spilled on you I'm closing my eyes, one more kiss before I never wake again Two moves ahead of you You are a pawn Castle now but I'm behind your king As your queen lays bleeding on the board Accept you have lost the game, misjudged your enemy Unleash the myth living in your worst fears I'm trapped! Don't wait! Page abandoned, the stories write themselves The author lost his way again and he forgot to write the end Race towards the sun, seeing who comes undone The villainess, the broken bride, we sit and watch the world's collide The story is ending Would you remember joan of arc was her flesh yet unlicked by flame? Will you remember how the waves crash on the shores of time? Who would've ever known that each choice made sense? Who could've ever known? Are we not our actions? Our lives are poetry, make them sonnets Unleash the myth living in your worst fears I'm trapped! Don't wait! Page abandoned, the stories write themselves The author lost his way again and he forgot to write the end Race towards the sun, seeing who	Metal
886	she haunts me in dreams I see her silhouette dance across landscapes of golden light and autumn in my dreams her soft eyes see through my tortured soul vanishing any hope for fantasy the thing I'd give, to prove myself to her, to make her see jaded eyes awake as her selfish words rain from such placid lips still I kiss her silken flesh frigid air leaves me breathless foolish agony fills my lungs as I try to scream for her I confess I scare myself through the howling wind, on my knees, I cry listen to me I'm broken by her	Metal
887	True music, true art chooses you It lights a fire inside of you that you can't explain It lives in your heart, your mind, your	Metal
888	Motel sex, fast food, marriage Nine months, got a baby carriage One year, your stuff's in the storage My love is just your Water under the bridge Water under the bridge, what! Water under the bridge Water under the bridge, what! Every day I love you less and less It's clear to see that you're obsessed I've got to get it to the press That every day I love you less and less Every day I love you less and less I've got to get it off my chest The doctor says I need the rest Since every day I love you less and less Ho-oh-oh-oh-oh-oh I wanna let you know my mates love me Ho-oh-oh-oh-oh-oh I wanna let you know my folks love me Ho-oh-oh-oh-oh-oh I'm gonna let you know my girls love me Ho-oh-oh-oh-oh-oh I'm gonna let you know your mates love me Cocoa butter made by Palmer's Used to love me in my pajamas We used to share our lamb shoulders When it rains, it pours like Water under the bridge Water under the bridge, boy! Water under the bridge Water under the bridge, what! Ho-oh-oh-oh-oh-oh I? m gonna let you know my mates love me Ho-oh-oh-oh-oh-oh I'm gonna let you know my folks love me Ho-oh-oh-oh-oh-oh I wanna let	Metal
889	you've taken the last of me the god’s of your innocence shall not protect you from the hate of my wrath you've taken the last of me…blame the end on yourself you deserve each tear that falls…scratch out your eyes the blood will drown in red and I will leave you for dead a lovely evening draped in regret the shadow of justice now engulfs you as cold hands reap the pain they've sewn you’ve taken the last of me...blame the end on yourself you deserve each tear that falls...scratch out	Metal
890	These eyes they have seen the world These feet they have walked a thousand miles My lungs have screamed countless melodies How do I find the words, the motivation? I know I could have it all but there's a price so high A drop of blood is all it takes Do you feel your fingertips losing their grip? Will they be there when you start to fall? I will never let go, let go of the night The night we decided we could have it all Chasing a meaningless ending Without a good reason I'm just second guessing Because I'm honestly fine beneath the wool Take the road less traveled Wait to see where it will lead Maybe I'm just afraid Maybe I am okay Tell me are you second guessing? Because you honestly seem to have it all Are you under control or questioning how this all ends? I could have it all	Metal
891	Sunlight warms my face only in dreams of you I know you'll wait for me...it's been too long Beautiful eyes beautiful lies to dull the pain Beautiful eyes, beautiful lies...you're killing me I would wait for years just to feel you again I will die without you...would you my love? Beautiful eyes, beautiful lies pour from your mouth as You scream his name...you're killing me Cries escape your sweet voice as I kiss you one last time ...One last time... Do you remember me and our beautiful affair? Look in my eyes and honestly tell me our love is gone! Why have you turned your back on me? One day you'll wake up and realize your mistake Ice runs through my veins as I stand face to face with The one who stole it all Compassion is	Metal
892	"Mark my words this night is far from its end Please spare me your threats and your useless remarks Go ahead, I dare you! Take one step closer to this gap baby! I'll show you what I mean! I can't let fear get the best of me right now Keep smiling and soon you will pay! Close your eyes and let your mind escape into a world of dreams I won't wake you Close your eyes and keep them shut The next part isn't going to be a very pretty sight Forget about tonight, tomorrow will be here so soon And we'll be busy singing, ""The wicked witch is dead!"" Once upon a time seems so like a fairy tale, I guess For us it's true Who's laughing now? Blood pours from her dry mouth as she begs for mercy Oh, how she screams! If you think you'll win my forgiveness Awww, sweetheart, you're sadly mistaken! You shouldn't have brought us! You shouldn't have hurt us! You have not one clue what you've started but trust me You'll know when I'm finished! (Its time, baby!)"	Metal
893	Dead and lost with tired faces Antiquated passion laid to rest Wake up! No smiles for the memories we have Rotting with the corpses of our past Please wake up! Here we stand left in the dark! Kick back! Here we are screaming for help! Strike back! Do you think that we have a fighting chance? Shall we dance on the wings of hope and together fly through the sky? We are not living for this! I will take back what is ours! Stand up coward! Dear God, scream it like you mean it! No time to rest for sleep beckons the weak Darling, please understand and listen, this is insane This can't be it, I don't think I am ready for goodbyes If you leave, if we try to finish what we began I don't think I can bring you back So kiss me before you go and whisper three sweet words There must be something that I missed, pieces drift away I wish I could think outside of the box now, solve the riddle No stone will be left unturned With God as my witness I will find a way To slow, to beat the wheels of time I wake up beside you and we smile, oh foolishness	Metal
894	What is wrong with her eyes? A glossy stare that won't leave me be starts my blood running cold. A gaze that could make hell freeze over... I have to understand she's gone. But she's not! Don't you tell me she is dead. Watch her lips softly move because she's still whispering to me! And something here is not quite right... Skin so cold beneath my touch as I brush back her hair and close her eyes. But I cannot stand to turn away. When I do, she'll be gone... It's frightening... Sweaty hands will fail to lock the door... They'll be here soon. I wish I could keep my teeth from grinding. I wish I'd stop looking behind	Metal
895	There's no escape from this awful place! Hey, stranger what's your name? Have we met before? Take a look around, the scenes are all the same. I can see the veil right behind me. I'll close my eyes and this will go away. Have I ever said this before!? If I just keep moving will I be okay or panic in the mayhem!? I can't take it, I'm battered and broken, abandoned forever! It's round and round and round we go. Somebody please let me know just what it takes to being to start all over again. The truth has finally shown it's face. How long have I been in this place? I never had a choice, you blinded me and stole my voice! I will see you soon. Hey, stranger what's your name? Have we met before? Do I ever dare to question fate's design or submit to such a bleak destiny? There has to be another way than this, It's a hopeless fight anyway! I will not give up and wash away the sin, I'm thirsting for the carnage! I can't take it, I'm battered and broken, abandoned forever! It's	Metal
896	I found him lying there on the floor He did not breathe Looked around but to my chagrin I was surrounded By a scene of morbid despair, suffering souls And I waited for the knife to find me But luckily I was alone Escape, pretend you were never here! I run, make sure there's no-one around, don't make a sound I beg my body to stay off of the ground Oh, do you realize just what you've	Metal
897	Ladies and gentlemen, please take your seats Our story is about to begin. Salvation cries, they're all I can see, this darkness farther in me. And I might be crazy just for looking at you, I must be crazy if I think that it's true. The things I've done to be with you, they echo in my every move. And I might be crazy just for looking at you, I must be crazy if I think that it's true. (Nel mezzo del cammin di nostra vita mi ritrovai per una selva oscura, ché la diritta via era smarrita.	Metal
898	Blessed smoke bellows from the beast! Bow to the gears and worship the machine! Is it so? This can’t be happening.. Why can’t they see? Seas of children are bound, gagged, and led into the flames… Blind are leading the blind into a disaster I’m the only one who seems to care… If you decide to worship the chaos.. I will not wait and watch as you burn… All must kneel before the alter, the veiled will be exalted We are the flock! They do not hear a work I say In the God’s harbor all shall rest, become part of the master We are divine! I can not save them all! Blind are leaving	Metal
899	My breath is slowly catching up to my mind after the crash Inhale, exhale Now open your eyes, see the wonder I'm telling you its unbelievable Did I lose myself? Am I still alive? Something isn't right Am I just asleep or is this really happening to me? Tell myself I'm fine Get up on your feet, get up on your feet Answer me now! I never wanna leave because you feel like ecstasy A seduction becoming a part of me Damn you! Temptation, you've got a hold on me Stand up, walk away, don't fall into the trap Illusion is best when you don't try to fight back Give in to the pleasure, skin on skin I will take you places you've not been Elation is nothing but a myth unless you give in Did I lose myself? Am I still alive? Something isn't right Am I just asleep or is this really happening to me? Tell myself I'm fine Get up on your feet, get up on your feet Answer me now!	Metal
900	dearest love, I hope this message finds you well as these endless thoughts drip from my soul every single word secretly paints a fairytale of when we will melt into one. eyes forfeit sight to the pain cold scalpel's steel whispers tear at my very core as I cling to memories of you I am so scared so scared...I need you with me were the last words that I wrote for you enough to tell you that in my death the light that shone through my painful darkness was a blinding vision of your eternal smile? it's me again, is it me or am I wrong to be concerned? will the beauty of your pen ever cross my eyes again? was this all a lie? why? were the last words that I wrote for you enough to tell you that in my death the light that shone through my painful darkness was a blinding vision of your eternal smile? make it stop, make this pounding in my head stop fill my lungs with air, give me one more	Metal
901	Is it her, could it be, should my eyes believe what they see If you are who I think you are I might lose my mind Just a kiss, from her lips And I would simply fall to this The way her hips swing back and forth I've got butterflies Dead girls don't just appear out thin air But I am there, tell to her, sere to sere stair Please don't hate me for what I've done Run away with me, I'll be everything you need Such a prettiest screams to make Take my hand, take my breath away What if my heart breaks to sand (take my breath away) Just a scent, of her skin Unlocks forbidden memories Your smiles break the fragile hand I've got butterflies Dead girls don't just appear out thin air But I am there,	Metal
902	Remember why you're here Fall for me Lay yourself before the demon Spread your legs, bite your lip, meet his eye Drooling, engorged, wide eyed, shaking, you've got him Don't fall for me Don't relent invite him to you Guide his hand, take his breath, consume him Gasping, lusting, weakened, frozen, you've won If you should peek beneath the veil Don't be surprised to find me there I'm ashamed, a victim of the curse I think I like the fight Wrong feels so right, baby I'm flirting with lunacy Nothing can stop me and my sinful obsession Please don't forget who he is, my 'bel A monster who enjoys the	Metal
903	It is about time? Oh yes it is, it really is! Let's get this party stared! My hands are shaking... Just take a drink, stead your nerves. Let's get this party started! Are you ready to run? I've been waiting patiently for this... Are you ready to run? I've been waiting patiently for this... Are you ready to run? I've been waiting patiently for this... Are you ready to die? Cause lately it seems I'm going insane! Please don't get up! Oh no, you're fine right there! Just don't mind me as I take you all in! So drink 'em up, oh yes just slam 'em down! Have one on me as I lock you all in! My sweet little sheep your wolf has come... You should know I'm dangerous. My thirst for blood turns me on... How sweet... Is	Metal
904	I welcome you to paradise! It's what you wished for A mountain of filth haunted By tortured shrieks of the dead! I know you'll love it here! Time stops and once again I'm stranded nowhere And yet again I'm so confused Why stop? It honestly can't get much worse And I'm better off here than on my own Step right up, come one and all! I will be your host tonight! Welcome to the dreams of hell! You're in for a wild ride! It's strange but I feel right at home It's odd but I don't want to go Am I a fool? Am I crazy to want to stay? Do I belong? Another time, another place? This will do just fine Foolish mortal, what did you think? That you'd shackle the hands of time? And defeat the gods themselves? Sweet vanity you're my favorite sin! Swallow mountains and choke on them Then drown yourself on lazarus Spread your wings and grab the sun Sweet vanity you're my favorite sin! Pretty lady let's dance! I bet you thought that you could choose to leave? Everybody is dead! You're all alone and I'm the one, the only one! Yea! I'll do whatever it takes Oh, what's another mistake Back and forth and upside down as we laugh ourselves to sleep We're trying to escape An evil place so full of wonder taking a hold of me Feeling the pressure, I should be over you Slave to the pleasure, I can't get over you Tonight we'll try to pretend	Metal
905	My love, try to understand me when I say you torture me. Your lips they beg for me to get you alone. I want you to know it's the sway of your hips. You taste so sweet cruel temptress. I'm at your feet. I can tell by the way you move that you want me to want you. Are you happy now that I've figured out I was just the victim?! In a game of lies and lustful tension? Your lips they beg for me to get you alone. I want you to know its the sway of your hips. You taste so sweet, cruel temptress. I'm at your feet. I can tell by the way you move that your want me to want you. Are you happy now that I've figure out that I was just a victim?! In a game of lies and lustful tension? I can't believe I fell for you! I was wrong, I am so confused. A foolish mistake! I gaze across the chasm that divides me from her, my prize. And drink in her beauty. I let	Metal
906	Baby! Why are you doing this to me? Sweetheart! Are those your eyes staring straight back at me? Angel! I see your smile everywhere! Darling! Stop! Night falls and I'm running in circles I'm being chased by my imagination Tell me I'm forgiven say you'll always be mine Say that everything is over, tell me I'm fine... No one deserves to live like this! Tell me I'm forgiven say you'll always be mine Say that everything is over, tell me I'm fine... No one deserves to live like this! I touch your lips and stare in your eyes You smile and it makes me fly You are the reason my heart beats Tonight it's just you and me... Night as dark as my thoughts sets the scene for my return Lightning nips at my heels as I race home Wearily I stagger towards the song of her pale voice Demons jeer my attempt to be free Tell me I'm forgiven say you'll always be mine Say that everything is over, tell me I'm fine... No one deserves	Metal
907	The horizon, now as dark as the crimes that brought them here, is filled with my impending dread my foolish actions will cost so many good men Achilles has come. a thousand sails approaching sent here in her name to reclaim the one I stole and destroy the walls of Troy desire leaves me numb to all the pain surrounding me storms will arise to condemn me I will not die before her eyes it ends tonight desire leaves me numb to all the pain surrounding me storms will arise to condemn me I will not die before her eyes it ends tonight tragically I now must accept the penance	Metal
908	You should have known better than to insult me That won't happen again... Sleep, I'll pretend that you died And as you rest may your youth be stripped away from you Sleep my precious, the darling Rosamond May nightmares lay with you...revenge is mine! There must be something everyone has missed The end is drawing near, its everything I feared I'm starting to wonder will this haunt me? In spite of doubt I have to break the spell A lovely day to be tortured by dreams of you Now as she wakes I'll finally look in her eyes...my brilliant prize Please know you'll never again be alone for I'm with you Her sweet lips, oh so fair, to awake is now everything I crave Time's catching up with me I've come this far, there's no turning back	Metal
909	A few prisms of glass offer litter comfort in the blackness The desolate emptiness drinking every last drop of life that’s left in me I pray for absolution, let me return to the path of a tempting lie… Lead me towards the light Truly I’ve run awry My compass is spinning in the shadows It’s	Metal
910	take everything away from me silent angel. apathy cries out from your lungs, indifference reeks of fiction time will tell how far you will go I can't see why you'd run and hide excluding such complacence as tears rain from bloodshot eyes take everything away from me silent angel leave me nothing to remind me of this time now lost the air now reeks with the presence of your vile voice as your smile masks the advance you keep I am not your trophy the air now reeks with the presence of your vile voice as your smile masks the advance you keep I am not your trophy. please try to say more carefully you no longer need	Metal
911	you'll beat me? bring it on bring it on. your gonna save the day? bring it on bring it on. you ready? bring it on! ill show you another thing or two. you may think your clever but your not you better get the coffins out. trust me kid thats where your sleeping tonight. there's no guarantee well get out alive. stop your whining. lets get busy baby its time to lock and load. stop your whining lets get busy. welcome to the show, its a story that youve heard a thousand times so take a seat and get lost with me, this tale will never stop being told welcome to the show, its a chance to save the world or lose the girl. lets save the world. heroes will save the day. you may think youve won but i promise you its not over. you may think youve won but i promise you its not over. this could be our one last chance to finally rise up. so here we stand and here we will	Metal
912	On the edge of reason, beyond understanding Silent she waits, perfect oblivion She's crawling to the end, perfect oblivion I live behind mirrors within a prison without any bars Yet I remain lost to the world In hell I'm suspended within a prism So many walls, so many years, so many lives Too often I've watched them die Images of yesterday feeling so far away I can't let go of the past, the years, the sweet romance I am a ticking time bomb waiting in a trance I need you more tonight than you will ever know I swear to never forget this heartbreaking dance The hell of being trapped is simply not a match for death Heaven awaits Now I know not to be afraid of the end My love awaits, will you be there? Take me away I'm ready, I'll be	Metal
913	you take my breathe away but I'll never taste your lips as fate keeps me locked away I must close my eyes to see your face emptiness has darkened my eyes as I hopelessly beg for my life to end tell me why. my iron eyes tell the tale heroes always pay in their blood I can be only this I see the fear growing in their lost eyes my purpose is so clear I am the ax I am the ax and this is why I must not fear the end and when I'm gone will you forget me? pen wears	Metal
914	Look at the sky as the night descends The rain is crashing down, I've hit another dead end Just before I let hope slip away A shadow is revealed, the devil shows his face I'm scared to death and have myself to blame, I'm to blame How did we end up fighting anyway? You know, I used to search the sky and dream of where you were I need you by my side, we can end this together I know I promised you the world and still I let you down I need you by my side and together we?ll end this now Look in my eyes! Am I shaking now? I am all you fear, have I made myself clear? Shut your mouth and finish what you've started Boy, you haven't got the slightest idea Just who I am and what I do for you don't you see that I am trying to save you? Shut your mouth and finish what you've started I'm scared to death and have myself to blame, no one else How did we end up fighting	Metal
915	Last night I forgot How the sound Of your voice Whispered sweet Goodbyes Your eyes Left to die Im alone to understand why Why not one more night One last kiss goodbye My sweet love tonight I hope the stars still spell Out your name Where you are Kiss my closing eyes Help me sleep Without you im so lost Tonight I cry Tell me why I cant live	Metal
916	Washed on a shore enchanted lies and I am breathless Struggling for reason How could it be such a wondrous place is trapped in silence Give them redemption Time is melting away, I can’t explain but my eyes are begging to stay I must say a sunny day helps to push the memories away I can’t imagine my leaving here.. It sounds so peaceful living in solace A perfect vision of ecstasy, a dreamy palace Home to the soulless.. Time is melting away, I can’t explain but	Metal
917	I search high and low but I can?t find you Still your vexing laugh entices me Close enough to touch but then you run away I?m about to quit and then you say, ?lose yourself in the vanity faire!? Insanity is whispering to me, woah! What I believe is just not making sense of what I see Show me your reflection, a sly disguise, is it the girl you want to be? A porcelain smile, you?re a knockout, baby? Drape yourself in fragile fantasy I see your reflection, a sly disguise, and it?s not the girl your want to be? A fraudulent smile What you see is what you?ve asked for,but it?s never what you are A cold-hearted tale Lost in a maze of beautiful deception And just like before I?m at the mercy of a phantom When will it end? How will it end? And will you be in arms? I just can?t take anymore of this pointless search for nothing Insanity is whispering to me woah! What I believe is just not making sense of what I see Show me your reflection, a sly disguise, is it the girl	Metal
918	Hey girl, is he everything you wanted in a man? You know I gave you the world You had me in the palm of your hand So why your love went away I just can't seem to understand Thought it was me and you babe Me and you until the end But I guess I was wrong Don't want to talk about it Don't want to think about it I'm just so sick about it Can't believe it's ending this way Just so confused about it Feeling the blues about it I just can't do without ya Tell me is this fair? Is this the way it's really going down? Is this how we say goodbye? Should've known better when you came around That you were gonna make me cry It's breaking my heart to watch you run around 'Cause I know that you're living a lie That's okay baby 'cause in time you will find... What goes around, goes around, goes around Comes all the way back around What goes around, goes around, goes around Comes all the way back around Now girl, I remember everything that you claimed You said that you were moving on now And maybe I should do the same Funny thing about that is I was ready to give you my name Thought it was me and you, babe And now, it's all just a shame And I guess I was wrong Don't want to talk about it Don't want to think about it I'm just so sick about it Can't believe it's ending this way Just so confused about it Feeling the blues about it I	Metal
919	Leaves are on the ground Fall has come Blue sky's turning grey Like my love I tried to carry you And make you whole But it was never enough I must go And who is gonna save you when I'm gone? And who'll watch over you when I'm gone? You say you care for me But hide it well How can you love someone And not yourself? And who is gonna save you, when I'm gone? And who'll watch over you, when	Metal
920	Thanks for all you've done I've missed you for so long I can't believe you're gone You still live in me I feel you in the wind You guide me constantly I've never knew what it was to be alone, no Cause you were always there for me You were always there waiting And I'll come home and I miss your face so Smiling down on me I close my eyes to see And I know, you're a part of me And it's your song that sets me free I sing it while I feel I can't hold on I sing tonight cause it comforts me I carry the things that remind me of you In loving memory of The one that was so true Your were as kind as you could be And even though you're gone You still mean the world to me I've never knew what it was	Metal
921	Looking back I clearly see What it is that's killing me Through the eyes of one I know I see a vision once let go I had it all Constantly it burdens me Hard to trust and can't believe Lost the faith and lost the love When the day is done Will they open their eyes And realize we are one On and on we stand alone Until our day is gone When they open their eyes And realize we are one I love the way I feel today How I know the sun will fade Darker days seem to be What will always live in me But still I run It's hard	Metal
922	The willow it weeps today A breeze from the distance is calling your name Unfurl your black wings and wait Across the horizon it's coming to sweep you away It's coming to sweep you away Let the wind carry you home Blackbird fly away May you never be broken again The fragile cannot endure The wrecked and the jaded a place so impure The static of this cruel world Cause some birds to fly long before they've seen their day Long before they've seen their day Let the wind carry you home Blackbird fly away May you never be broken	Metal
923	Fight the fight alone When the world is full of victims Dims a fading light in our souls Leave the peace alone How we all are slowly changing Dims a fading light in our souls In my opinion seeing is to know The things we hold are always first to go And who's to say we won't end up alone On broken wings I'm falling And it won't be long The skin on me is burning By the fires of the sun On skinned knees I'm bleeding And it won't be long I've got to find that meaning That I've searched for so long Cry ourselves to sleep We will sleep alone forever Will you lay me down in the same place with all I love? Mend the broken homes Care for them, they are our brothers Save the fading light in our souls In my opinion	Metal
924	I've been defeated and brought down Dropped to my knees when hope ran out The time has come to change my ways On this day I see clearly Everything has come to life A bitter place and a broken dream And we'll leave it all Leave it all behind I'll never long for what might have been Regret won't waste my life again I won't look back I'll fight to remain On this day I see clearly Everything has come to life A bitter place and a broken dream And we'll leave it all behind On this day	Metal
925	When all is lost to you inside when all the darkness takes the light the ritual warning has begun and now you tear away from everyone disconnected so alone severed ties from all you know isolation brings you to the end until you love again isolation if you could only see what will come to be? yeah justify you waste away you dare to dream but still you're too afraid and now you're broken and deceived lost to live this cruel reality you?re disconnected so alone severed ties from all you know isolation brings you to the end until you love again isolation if you	Metal
926	Against the sky, streams of light Call out to me and you We leave as one, we've just begun To find the solace we're due This is a life we must choose We will make a brand new start From the pieces torn apart The break of day is before us Cast your sorrows to the wind Let the highway take us in As we are escape the disorder This	Metal
927	Yeah, eahh.. eah eah eah, eah eah heah, eah eah Close your eyes and just hear me sing One last long goodbye One last song before you spread your wings There's so much left to say Before this moment slips away What a wonderful life For as long as you've been at my side And I want you to know I loved you so The cold night calls and the tears fall like rain It's so hard letting go Of the one thing I'll never replace And soon you will be gone But these words they will live on Oh oh... What a wonderful life For as long as you've been at my side And I want you to know I miss you so And though our days come to an end Know I'll never love like this again What a wonderful life, my friend (Hoooh...)	Metal
928	Hey, tore away the veil of weakness The enemy now lies beneath us I think we're safe Hey, won't be held down any longer No disgrace and no dishonor Keep us chained There's nothing we should have to fear It's alright we've come to life I'll never shed another tear It's alright we've come to life Hey, the bulletproof are so resilient To every fool with an opinion They never break Oh...by the way We scream to find a reason Never doubt	Metal
929	I couldn't sleep I had to listen To a conscience knowing so well That nothing comes from indifference I look inside of myself Will I find some kind of conviction? Will I bid the hero farewell? Will I be defined by things that could have been? I guess time will only tell I guess time will only tell [Chorus:] So don't let it be Before tomorrow comes Before you turn away Take the hand in need Before tomorrow comes You could change everything I curse my worth and every comfort That blinded me	Metal
930	They say you are right I hope that I'm wrong I know that you tried But still it is gone Just don't you lose hope I swear I never dream that we're alone Now don't you let go I swear I still believe though I don't know Remember the years I still walked tall I only fear Now I only crawl How could I be wrong? I hope there comes a day your fear is gone How could we be lost? Lost just seize to be not carry on Into the light may you fall Into the light may you follow Into the light may you	Metal
931	Tell me how it feels to live a lie Tell me do you know that it won't ever be the same You can't deny, the house of cards just hit the floor Don't tell me you can save it in the end There's nothing you can do 'Cause when it's gone, you know it won't come back again But you don't listen anymore You're addicted to pain Too blind to see you're lost in the shadows So addicted to face In time you're gonna lose it all If only I had said this long ago If only I had found a way to tell you all the things you should've known But you were lost right from the start How the hell are you the one to blame You've done your	Metal
932	And as your will is bent and broken And every vision has been cast into the wind As your courage crashes down before your eyes Don't lay down and die 'Cause I see in you More than you'll ever know And I ask you why You question the strength inside And you need to know How it feels to be alive When every wound has been reopened And in this world of give and take you must have faith And the distance to your dreams stretches beyond reach Don't lay down and die 'Cause	Metal
933	Endless Days We search for what we hold inside So hard to find Luck turns will the fallen ever reach within and rise again For the rest of my life I will find the answers that were always here I will find the meaning this time I will fight the end Till the end is here Wasted time With words that seem to break our will They bind us still Without a care they tarnish what we hold so dear what was	Metal
934	Slip to the void To the dark To the fall Crawl to the life you shouldn't know You should never come this way To test the hands of fate You don't belong here Peal back the skin Close your eyes, hell is born To the abyss, but be warned You fear what you've become My God what have you done? You don't belong here But it's all in the way You touch and you obey, denial But it's all in the way You touch and you obey, denial Sever the ties Trip the wire, dig your hole Doubt is alive and you know You were once led to believe You were young and so naive And now no longer	Metal
935	May this be your victory song A song for you when I am gone Reminding you of what you're meant to be A gift to bring you clarity To show you that your destiny Is not defined by what you've failed to see No May this lift you up When you feel you'll fall again You cannot win, no Hope these words are enough For you to be strong, my friend Sometimes you fall before you rise Sometimes you lose it all to find You've gotta keep fighting And get back up again My champion Oh, my champion You've lost so many times it hurts But failures made are lessons learned Cause in the end what you are will be much more Than you were	Metal
936	To the ones in which we sing We are honored you let us in I remember the thoughts of many things Of the glory that you bring I was never the right one To dare to dream It's funny what this life has done to me now You were always the only To help me see that was a road I must find A road that was mine But I'm down to my last I'm standing here alone Looking back on it all I'm down to my last I'm ready but I'm wrong and I'm blind to it all And to the ones in which we sing Ones who tried to do us in I remember your name and I know your face I can't forgive and	Metal
937	I am not alone I live with the memories, regret is my home This is my true freedom Express all the feelings of what I've become I watch the rising sun I hope I find some peace today It seems I've gone away It seems I've lost myself It seems I've really lost my way It seems I've lost myself It seems I've... Refrão 1: Shed my skin Oh, are you ready for me? Or purge my love Oh, are you ready for me? A bitter sinking feeling Awake to the fact there's no going back To this world in which I was living I'm searching for something but found less than nothing	Metal
938	Now is the end of time A fool and his legacy are gone His pride found another way to make sure it all went wrong Awaken a new day, our fears have come to pass And this time, they're gonna last This time they're gonna last Don't let me drown! Don't let me drown! Now all of the fields are burning It blocks out the Sun I see all the water rising To drown everyone This is the season, we tear our rivals down This circle of tyrants will end us all right now The Earth has provided the means to burn it down Well, don't you see it now? Well, don't you see it now? Don't let me drown! Don't let me drown! Now all of the fields are burning It blocks out the sun	Metal
939	The wind is blowing cold Have we lost our way tonight? Have we lost our hope to sorrow? Feels like we're all alone Running further from what's right And there are no more heroes to follow So what are we becoming? Where did we go wrong? [Chorus:] Yeah, oh yeah I want to rise today And change this world Yeah, oh yeah Oh, won't you rise today And change this world? The sun is beating down Are we ever gonna change Can we stop the blood from running? Our time is running out Hope we find a better way Before we find we're left with nothing For every life	Metal
