textid	Language	text	target
3510	pt	"Noite na cidade do Rio
Saio pelas ruas
Procuro aventura
Neste quarto de hotel
Num imenso bordel
De mulheres nuas
Sinto calafrios
Sensualismo
""Aprés et Avant-Garde""
Farois que não guardam
O escuro das ruas
Um rosto vadio
Me dá o vazio
De já tê-lo visto
Meu desejo é a sua vontade
Grito, mas devo calar
Revolta
Ah que bom seria
Só você e eu
Mas há muito dormias
E eu, num quarto de hotel
Juro a mim ser só seu
Enquanto a noite me esconde
Dos seus farois de milha.
*Mayara Paula dos Santos"	Rock
4931	pt	"Eu vou te esquecer
Perder a memória
E deixar de pensar
Eu vou perder a mente
Congelar o sonho que tive contigo
2x Por os pés no chão na estrada de terra
Levantar a poeira dar a volta por cima
e te esquecer"	Indie
5535	pt	"Hoje é o dia da revolução
Não há ninguém nas ruas
Você está sozinho
Pronto..
pra sujar as mãos
Muito antes de dizer
Não havia tempo pra agir
Esquecer tudo o que leu
Más teorias pra cuspir
Muitos já tentaram, muitos vão morrer
Seja justo, não há causa, não ceda a outra face pra bater
Há urgência em estar vivo
Outra forma de pensar
Mais do que esperar
Mais do que dizer
Eu prefiria..
te ver...
No fundo dos teus olhos..
descobrir
Se há deuses ou heróis
Bandas, compras, drogas pra usar
Tantas coisas pra salvar
Dê a tudo isso algum valor
Onde quer que pise..
ande onde quiser
Aceite as consequências do que acha que te faz melhor
Há urgência em estar vivo
Outra forma de agir
Desrespeitar sua constante dor!
Há urgência em estar vivo
Outra forma de pensar
E assumir..
outro valor
Implodir..
implodir...
Implodir de novo"	Indie
5791	pt	"Tico:
Você fuma um baseado, pega uma carreira, toma uma cachaça e um remédio pra dormir
A sua alma vai vagar por aí..
A sua alma vai vagar por aí...
Você pede o meu isqueiro, bebe no meu copo, fuma o meu cigarro e não me deixa sair
A sua alma vai vagar por aí..
A sua alma vai vagar por aí...
Faz o que quiser, não tenho nada com isso pois quando eu faço não incomodo ninguém,
não vou te dizer o que tá certo ou errado porque isso não me convém.
Você sabe o seu limite, sabe o que te fode, sabe o que eu penso então me deixa curtir.
A sua alma vai vagar por aí..
A sua alma vai vagar por aí...
Pede o meu isqueiro, bebe no meu copo, fuma o meu cigarro e não me deixa sair
A sua alma vai vagar por aí...
Faz o que quiser não tenho nada com isso pois quando eu faço não incomodo ninguém,
não vou te dizer o que está certo ou errado porque isso não me convém.

Cert:
A sua alma vaga, enquanto tu drogado numa vaga.
Estacionado, com seu carro, parado, usando a napa.
Pedindo cigarros, e até mermo tragos, que alivia.
Vodka pra baixar a pressão, que o coração pedia.
Junta restos de cerveja, dos copos da mesa.
Qualquer merda que te entorpeça, e que faça a tua cabeça.
Então cresça, e apareça, que é tempo de mudar o planeta.
Quebre a tua caderneta, e largue os ensinos do capeta.
Teu apelido é zé droguinha, quer docinho, quer balinha.
Pra beber champagne, na night, em casa come sardinha.
Mete bronca de maluco, mais tu fica igual uma menina.
Disciplina, é esquecida, quando tu entope a tua narina.
Pra tomar teus md, em casa tá sem T.V.
Teu micro-ondas, paga as contas, das tuas ondas do zirrê.
Tá no fundo do poço, e ainda quer cavar uma cova.
Senta dentro dela e chora, abraçado com a tua droga.
Batoré:
Vamos ser sincero e franco, sei que aqui não tem nenhum santo
só que uns ficam perturbando e outros quieto no seu canto
sou eu mermo que me banco, e é cada um aqui com seu vicio
que vê a hora do espanto vai pra escada do edifico
nicotina adrenalina cocaína
misturou fez vitamina
vai acaba perdendo a mina
se duvida eu te garanto, uma hora acaba o encanto
tô fugindo de maluco com nariz sujão de branco
Tico:
Você fuma um baseado, pega uma carreira, toma uma cachaça e um remédio pra dormir
A sua alma vai vagar por aí..
A sua alma vai vagar por aí..
[x3]"	Rock
5172	pt	"Na minha bolha
No meu planeta
O teor de álcool aumentou
A fumaça do seu cigarro
Não me deixa respirar
Não dá mais
Não dá mais
Não dá mais
Não dá mais"	Rock
5249	pt	"Sua hora está chegando
Não adianta, não tem pra onde correr
Aqui se faz, aqui se vai pagando
Com juros até morrer
20 Anos que já se foram
Tenho certeza, o diabo está aqui
Atormentando, tirando o meu sono
Mas Deus não vai permitir
Que ele vença, que ele seja
O dono desse mundo, o dono da verdade
Que os valores desapareçam
Que nossas vidas sejam ditadas por um traidor
Mas não sei se acredito
Se acredito, se realmente acredito
Será que acredito?
Que ele vença, que ele seja
O dono desse mundo, o dono da verdade
Que os valores desapareçam
Que nossas vidas sejam ditadas por um traidor
Que a maldade não prevaleça
E o coração como nosso maior escudo
Mas não sei
Mas não sei
Mas não sei se acredito
Se acredito, se realmente acredito
Será que acredito?"	Rock
5855	pt	"Os dias passam e as noites ficam sem por que
Estou sozinho
E sem medo de me perder
Meus olhos chamam os seus
Como o frio desperta o calor
Inofensivo mas capaz de trazer a dor
Todo o encanto se acaba
Por que o sol tem que morrer
Não quero, mas enxergo tarde
O que sinto por você
Mesmo tão diferente do que possa parecer
Mesmo que o inferno seja o preço pra te ter
Tudo começa como um dia chega ao fim
Sonhos que apagam o que você deixou em mim
As horas passam e eu estou sozinho sem você
Talvez com medo de tentar me envolver
Histórias são momentos
Frases feitas sem qualquer valor
Inofensivo mas capaz de trazer a dor
Todo encanto se acaba
Por que o sol tem que morrer
Não quero mas enxergo tarde
O que sinto por você
Mesmo tão diferente do que possa parecer
Mesmo que o inferno seja o preço pra te ter
Tudo começa como um dia chega ao fim
Sonhos que apagam o que você deixou em mim"	Metal
4737	pt	"Andando pela contra mão
A vida não me satisfaz
Já não somos mais os mesmos
De alguns anos atrás
Eu sei, eu sei
As horas passam devagar
Ninguém para me socorrer
Já estou ficando acostumado
É o medo que me faz viver
Vivendo com esse pensamento que até hoje me consome
Por você
Por que eu não estou ai para te fazer rir?
Eu sei que tudo que eu faço
Nunca vai trazer o bem que eu preciso pra sobreviver
O bem que eu preciso.
Eu não deixei de acreditar
Prefiro apenas não ouvir
Palavras que não me acrescentam
Momentos que não vão mais vir
Vivendo com esse pensamento que até hoje me consome
Por você
Por que eu não estou aí para te fazer rir?
Eu sei que tudo que eu faço
Nunca vai trazer o bem que eu preciso pra sobreviver
O bem que eu preciso
Se chama você
O roteiro da vida é feito de fases e escolhas
Temos que abrir mão das coisas que mais gostamos
Por não termos coragem para enfrentá-las de frente
Os erros nos levam a nossa propria evolução
E é com ela
Que daremos largos passos em busca da felicidade
Por que eu não estou aí para te fazer rir?
Eu sei que tudo que eu faço
Nunca vai trazer o bem que eu preciso pra sobreviver
Por que eu não estou aí para te fazer rir?
Eu sei que tudo que eu faço
Nunca vai trazer o que eu preciso pra sobreviver
O bem que eu preciso pra sobreviver
O Bem que eu preciso se chama você.

www.twitter.com/thalytapery"	Rock
3696	pt	"Sabe essas noites que você sai caminhando sozinho
De madrugada com a mão no bolso
Na rua
E você fica pensando naquela menina
Você fica torcendo e querendo que ela tivesse
Na sua
Aí finalmente você encontra o broto
Que felicidade (que felicidade)
Que felicidade (que felicidade)
Você convida ela pra sentar (muito obrigada)
Garçom uma cerveja (Só tem chope)
Desce dois desce mais
Amor pede uma porção de batata frita
OK você venceu batata frita
Ai blá blá blá blá blá blá blá blá blá
Ti ti ti ti ti ti ti ti ti
Você diz pra ela
Tá tudo muito bom (bom)
Tá tudo muito bem (bem)
Mas realmente
Mas realmente
Eu preferia que você estivesse
Nuuuuu...a
Você não soube me amar
Você não soube me amar
Você não soube me amar
Você não soube me amar
Todo mundo dizia
Que a gente se parecia
Cheio de tal coisa e coisa e tal
E realmente a gente era
A gente era um casal
Um casal sensacional
Você não soube me amar
Você não soube me amar
Você não soube me amar
Você não soube me amar
No começo tudo era lindo
Era tudo divino era maravilhoso
Até debaixo d'água nosso amor era mais gostoso
Mas de repente a gente enlouqueceu
Ai eu dizia que era ela
Ela dizia que era eu
Você não soube me amar
Você não soube me amar
Você não soube me amar
Você não soube me amar
Amor que que'cê tem
Cê ta tão nervoso
Nada nada nada nada nada nada
Foi besteira usar essa tática
Dessa maneira assim dramática (eu tava nervoso)
O nosso amor era uma orquestra sinfônica (eu sei)
E o nosso beijo uma bomba atômica
Você não soube me amar
Você não soube me amar
Você não soube me amar
É foi isso que ela me disse
Oh! baby não!"	Rock
3581	pt	"Sabe esses dias em que horas dizem nada
E você nem troca o pijama, preferia estar na cama
Um dia, a monotonia tomou conta de mim
É o tédio, cortando os meus programas, esperando o meu fim
Sentado no meu quarto
O tempo voa
Lá fora a vida passa
E eu aqui a toa
Eu já tentei de tudo
Mas não tenho remédio
Pra livrar-me deste tédio
Vejo um programa que não me satisfaz
Leio o jornal que é de ontem, pois pra mim tanto faz
Já tive esse problema, sei que o tédio é sempre assim
Se tudo piorar, não sei do que sou capaz
Sentado no meu quarto
O tempo voa
Lá fora a vida passa
E eu aqui a toa
Eu já tentei de tudo
Mas não tenho remédio
Pra livrar-me deste tédio
Vejo um programa que não me satisfaz
Leio o jornal que é de ontem, pois pra mim tanto faz
Já tive esse problema, sei que o tédio é sempre assim
Se tudo piorar, não sei do que sou capaz
Sentado no meu quarto
O tempo voa
Lá fora a vida passa
E eu aqui a toa
Eu já tentei de tudo
Mas não tenho remédio
Pra livrar-me deste tédio
Tédio, não tenho um programa
Tédio, esse é o meu drama
O que corrói é o tédio
Um dia, eu fico sério
Me atiro deste prédio."	Rock
5232	pt	"Que horas são?
A cidade está em chamas
Meu coração sangra
Já faz 2 ou 3 dias
que me perdi dentro de mim
Segui seus passos
Senti teus traços
Para onde eles levam
A cidade não tem fim, olhos me cercam
Estou de joelhos vendo o céu desabar
Leio ""pare"" escrito no asfalto
Tantas promessas, como se fosse fácil
Cumprir, fugir dos disfarces (dos disfarces)
Que horas são?
A cidade está em chamas
Meu coração sangra
Já faz 2 ou 3 dias que me perdi dentro de mim
Segui seus passos
Senti teus traços
Para onde eles levam
A cidade não tem fim, olhos me cercam
Estou de joelhos vendo o céu desabar
Leio ""pare"" escrito no asfalto
Tantas promessas, como se fosse fácil
Cumprir, fugir dos disfarces
Leio ""pare"" escrito no asfalto
Tantas promessas, como se fosse fácil
Cumprir, fugir dos disfarces (dos disfarces)
Milagres, nunca são ao acaso
Nada é por acaso, ainda atrás dos teus traços"	Rock
3763	pt	"Pra você que é de libra, não pense em Marcos
Dólares ou Xilins
Vá fundo no outro lado da moeda
Só o amor vai trazer você pra mim
Só o amor eu sei que vai, vai ser assim
É muito mais que uma promessa ? é coisa à beça
Você precisa saber
Não me pergunte como tudo começa ? não interessa
Palavras não vão dizer
Só o amor, só o carinho
Só o amor e muitos beijinhos
No calor, no escurinho
Meu amor, meu bem
Se você se sentir vazio
Olhar no espelho e não achar ninguém
De manhã acordar sozinho
Olhar em volta procurando alguém
Dentro de você
Só o amor (dentro de você)
Só o amor (dentro de mim)
Só o amor vai trazer você pra mim
Só o amor eu sei que vai, vai ser assim
Você que faz minha cabeça ? nunca se esqueça
Eu ontem vi na TV
A bomba ?A? é uma promessa ? não interessa
Bombas não vão resolver"	Rock
3304	pt	"Tudo acaba nisso é a única questão
Embriagar-se é preciso
Não importa que horas são
Não ser escravo do tempo,
Nas escadarias de um palácio,
Na beira de um barranco ou na solidão do quarto
Embriague-se, embriague-se
De noite ou ao meio dia
Embriague-se, embriague-se numa boa
De vinho,virtude ou poesia
Tudo acaba nisso, é a única questão
Embriagar-se é preciso
não importa que horas são
Pra quem foge, pra quem geme,
Pra quem fala, pra quem canta,
pra não ter medo da maldade, pra acordar toda a cidade
Embriague-se, embriague-se
De noite ou ao meio dia
Embriague-se, embriague-se numa boa
De vinho,virtude ou poesia
Embriague-se...Embriague-se!
Pra quem foge, pra quem geme,
Pra quem fala, pra quem canta,
pra não ter medo da maldade, pra acordar toda a cidade
Não ser escravo do tempo,
Nas escadarias de um palácio,
Na beira de um barranco ou na solidão do quarto
Embriague-se, embriague-se
De noite ou ao meio dia
Embriague-se, embriague-se numa boa
De vinho,virtude ou poesia"	Rock
3748	pt	"Eu vejo e falo
Com muitas pessoas
Mas parece que eu estou
Dormindo ainda com você
Estou cansado
De colorir sonhos de enfeites
E vê-los cair no mar
Desmanchando como leite
Meu amor
olha só está sagrando mel
A do meu coração
Meu amor
Estou sentando nas portas do céu
A do seu coração
Um vento idiota entrando
Em meus pensamentos contentes
Um vento entrando
Toda vez que eu ranjo os dentes
Talvez você não esteja aqui
Quando esta carta chegar
Talvez alguém te fale de mim
Mas por favor o diga que não me conhece
Eu prefiro a que você diga
Essa cara não me estranha
Eu quero é ganhar um beijo
Da mulher aranha
Eu prefiro a que você diga
Essa cara não me estranha
Eu quero é ganhar o beijo
Da mulher aranha
solo
Eu prefiro a que você diga
Essa cara não me estranha
Eu quero é ganhar o beijo
Da mulher aranha
Eu quero ganhar o beijo
Eu quero é ganhar o beijo
Eu quero é ganhar o beijo
Da mulher aranha
Da mulher aranha
Da mulher aranha
Da mulher aranha"	Rock
4413	pt	"Queremos saber,
O que vão fazer
Com as novas invenções
Queremos notícia mais séria
Sobre a descoberta da antimatéria
e suas implicações
Na emancipação do homem
Das grandes populações
Homens pobres das cidades
Das estepes dos sertões
Queremos saber,
Quando vamos ter
Raio laser mais barato
Queremos, de fato, um relato
Retrato mais sério do mistério da luz
Luz do disco voador
Pra iluminação do homem
Tão carente, sofredor
Tão perdido na distância
Da morada do senhor
Queremos saber,
Queremos viver
Confiantes no futuro
Por isso se faz necessário prever
Qual o itinerário da ilusão
A ilusão do poder
Pois se foi permitido ao homem
Tantas coisas conhecer
É melhor que todos saibam
O que pode acontecer
Queremos saber, queremos saber
Queremos saber, todos queremos saber
."	Rock
5575	pt	"Então é assim
Não há remédio
Ficar aqui
Morrer de tédio
Sentar no sofá
Sem conversar
Sentindo ódio suprimindo em mim
Este é o fim
Não há mistério
Olhe pra mim, me dá um crédito
Se que de nada vai adiantar
Mas por favor pára de sorrir
Escrevo em um esforço para relembrar
Esclarecer e superar
Refazer meus passos até aqui
Tentar me reconstruir
É tão rídiculo o quão fácil foi me entregar
À valente e sedutora
Que deu voz ao mundo de um inseguro
Prestes a explodir
Sempre, sempre, sempre, sempre eu
Mostrando os dentes com amor
Sempre, sempre, sempre, sempre eu
Eô eô
Só os mais fortes tem o poder
Você pode o que quiser
Nesta luxúria que é reagir
Estará pronto pro que vier
Foi impossível resistir a me deixar levar
E confiar em sua força
Só me dei conta do que perdi quando vi, tudo ruir
Queimando as pontes me abandona aqui neste lugar
O covarde e suas escolhas
Seguirá seu rumo, dando seus pulos
Sempre a seduzir
Sempre, sempre, sempre, sempre eu
Mostrando os dentes com amor
Sempre, sempre, sempre, sempre eu
Eô eô
Se viverá em mim
E onde mais quiser
Sua força não tem fim
Esteja onde estiver"	Indie
5864	pt	"Noites em claro ou dias de alegria, você estava lá
Tanto pra dizer e eu não sabia por onde começar
Se hoje e só hoje, você pudesse me ouvir, eu agradeceria
Agora trilho minha vida, não tenho medo da vida
E só eu sei o quanto você
Refrão
Me fez crescer, me fez lutar
Não me sentir tão fora do lugar
Me fez gostar de quem eu sou
Me fez crescer, me fez lutar
Me deu motivos pra acreditar
Me fez gostar de quem eu sou
Nos meus braços, paz e rebeldia, queria me encontrar
Mil histórias e poucas poesias levadas pelo ar
Se hoje e só hoje, você pudesse me ouvir, eu te faria sorrir
Agora trilho minha vida, conheço o jogo da vida
E só eu sei o quanto você
Refrão
Levei muito tempo pra entender porque não pude te ouvir
Levei muito tempo pra admitir
Se a distância me faz querer te encontrar
Espero não deixar a gente se perder
Refrão"	Metal
5592	pt	"Ainda me lembro daquele verão em Itaunas
tudo estava tão legal
Forró universitário, pé de serra
Tudo muito alto-astral
Refrão:
Mas me lembro quando te vi
eu na minha barra forte e você ali
com seu gato e seu carrão
(talco no salão)
'Cê se recusou a andar na minha garupa
e curtir o pôr-do-sol nas dunas
Prefiriu tomar um wisky que fumar um soltinho
mas agora tudo vai mudar
Refrão:
Pois agora minha banda virou
e vou poder comprar um gol
e voltar a Itaunas no meu carrão
Não vai adiantar chamar
nem piscar, nem rebolar
porque o próximo forró eu não vou dançar
com você, com você
é pode esquecer
(eu te ofereci miojo, você preferiu macarrão)

por Calabar"	Indie
5450	pt	"Vou te contar
Perdi tanto tempo
Correndo atrás de mim mesmo
E tentando ser perfeito
E isso cansa demais
Sempre tem alguém
Pra te apontar algum defeito
E com algo pra falar
E é fato
As pessoas sabem de tudo
E estão sempre mais certas
Não enxergam
Que a solidão é o que
Nos faz tão mal
Mas eu não vou mais
Ficar perto de quem tem
Sempre algo a falar
Tão terrível de alguém
Eu não vou mais
Perder tempo tendo medo
De não ser bom
O suficiente pra você
Tudo é tão brutal
E também tão pequeno
“ser homem”, ser aceito
Chegar sempre em primeiro
E nada é natural
Veio de alguém e
Foi socado em sua mente
Isso machuca tanta gente
E ninguém sabe explicar
Quando foi que começamos
A ser tão amargos
E a competir assim
Sabe dizer?
Mas eu não vou mais
Ficar perto de quem tem
Sempre algo a falar
Tão terrível de alguém
Eu não vou mais
Perder tempo tendo medo
De não ser bom
O suficiente pra você"	Rock
3627	pt	"Ontem eu fumei meu último cigarro
Foram uns amigos que me aconselharam
Também não beber
Antes de pegar o carro
Sei que algumas promessas que fiz falharem
Quase todos os meus vícios
Consegui deixar pra trás
Sem artimanhas e artifícios
Na luta por um pouco
Na luta por um pouco de paz
Na luta por um pouco de paz
Tenho evitado comer carne humana
Tento frear impulsos primitivos canibais
Não como ninguém a mais de uma semana
Larguei quase tudo, fiz o que podia fazer
Eu sei não me iludo
Só não consigo
Só não consigo largar de você
Meu ponto fraco mais forte
Meu segredo profundo
Minha moeda da sorte
O meu amor vagabundo
Ela fala inglês sem sotaque (fuck you)
E tem meu nome gravado em seu anel
E no samba ela sai de destaque
Na mocidade independente de Padre Miguel
Curte e também curte jazz
Ela me ensina a viver
Curte e também curte jazz
Ela sabe o que fazer
Vida curta vida breve
A vida light vida heavy
Vida longa vida leve
Eu vivo a vida, vida que segue
Aqui você paga o que você deve
Aqui você paga o que você deve
Aqui você colhe o que você planta
Aqui você lê o que você escreve
Um ódio o diabo o outro a santa"	Rock
5915	pt	"No rancho fundo
Bem prá lá do fim do mundo
Onde a dor e a saudade
Contam coisas da cidade...
No rancho fundo
De olhar triste e profundo
Um moreno canta as máguas
Tendo os olhos rasos d'água...
Pobre moreno
Que de noite no sereno
Espera a lua no terreiro
Tendo um cigarro
Por companheiro...
Sem um aceno
Ele pega na viola
E a lua por esmola
Vem pro quintal
Desse moreno...
No rancho fundo
Bem prá lá do fim do mundo
Nunca mais houve alegria
Nem de noite, nem de dia...
Os arvoredos
Já não contam
Mais segredos
E a última palmeira
Ja morreu na cordilheira...
Os passarinhos
Internaram-se nos ninhos
De tão triste esta tristeza
Enche de trevas a natureza...
Tudo por que
Só por causa do moreno
Que era grande, hoje é pequeno
Pra uma casa de sapê...
Se Deus soubesse
Da tristeza lá serra
Mandaria lá prá cima
Todo o amor que há na terra...
Porque o moreno
Vive louco de saudade
Só por causa do veneno
Das mulheres da cidade...
Ele que era
O cantor da primavera
E que fez do rancho fundo
O céu melhor
Que tem no mundo...
Se uma flor desabrocha
E o sol queima
A montanha vai gelando
Lembra o cheiro
Da morena..."	Rock
3157	pt	"Tem situações em que a gente se encontra
Que dá a impressão
Que tudo está contra
Não se consegue sentir outra coisa
Se não falta de ar
Encontrar com gente de má vontade
Que só te impõe dificuldade
Parece tirar sua capacidade de respirar
Mas existe outro tipo de pessoa
Que eu considero muito gente boa
Posso garantir que gente assim ainda há
Gente boa pra te dar valor
Gente boa que está a seu favor
Gente boa que não vai se opor ao que você mais desejar
Gente boa pra te fazer rir
Gente boa pra te divertir
Gente boa que vai conseguir fazer você se inspirar
Gente que te deixa muito à vontade
Que não te diz mais do que a verdade
Posso garantir que gente assim ainda há
Gente fina classe A
Gente boa pra te dar valor
Gente boa que está a seu favor
Gente boa que não vai se opor ao que você mais desejar
Gente boa pra te fazer rir
Gente boa pra te divertir
Gente boa que vai conseguir fazer você se inspirar"	Rock
4636	pt	"De que me adianta
Você vir me dizer
Que eu faço sempre tudo tão errado?
Que pelo contrário
Do que eu queria te ser
Você me enquadra
Eu faço piadas, dou cambalhotas
Você nem se toca
Se toque que a porta tem uma chave com seus mistérios
Você quis
Você quem fez
Você não quer mais nada
E nesse vazio eu fico sem graça
Você me escracha
Eu me descabelo
Eu fiquei burro e berro
Você quis
Você quem fez
Você não quer mais nada
Eu fui um otário
Não soube te amar
Agora eu pago
Engulo um sapo
Um sapo criado por uma emboscada
E a mosca caiu
Para aprender tem que cair"	Rock
3242	pt	"Quando você se separou de mim
Quase que a minha vida teve fim
Sofri, chorei tanto que nem sei
Tudo que chorei por você, por você
Quando você se separou de mim
Eu pensei que ia até morrer
Depois lutei tanto pra esquecer
Tudo que passei com você, com você, com você
Mesmo assim ainda eu não vou dizer que já te esqueci
Se alguém vier me perguntar
Nem mesmo sei o que vou falar
Eu posso até dizer que ninguém te amou tanto quanto eu te amei
Mas você, você não mereceu
O amor que eu te dei oh, oh, oh
Quando você se separou de mim
Quase que a minha vida teve fim
E agora eu nem quero lembrar
Que um dia eu te amei e sofri, e chorei
Eu te amei, e chorei
Eu sofri e chorei, eu sofri"	Rock
6019	pt	"Preso no trânsito
De astros imóveis
Faço as contas
Na ponta do lápis
E nada faz sentido
Nada faz sentido!
Adrenalina é uma menina dormindo
Dançando em silêncio
Imaginando um reggae
Cansei de alimentar os motores
Agora quero freios e air-bag
Pois nada faz sentido
Nada faz sentido!
Se capricórnio fosse câncer
Se Califórnia fosse França
A rampa que lança o skate aos céus
Seria nosso chão
180, 360, 540 graus
Girando esquentando
Só pra ver até quando
O motor aguenta o caos
Não vou ficar parado
Não vou passar batido
Se nada faz sentido
Há muito o que fazer (2x)
Não há alternativa
É a única opção
Unir o otimismo da vontade
E o pessimismo da razão
Contra toda expectativa
Contra qualquer previsão
Há um ponto de partida
Há um ponto de união
Sentir com inteligência,
Pensar com emoção!
Não vou ficar parado
Não vou passar batido
Se nada faz sentido
Há muito o que fazer
Se nada faz sentido
Há muito o que fazer
Se nada faz sentido...
(by Renan Shazzy)"	Rock
5116	pt	"Eu não sou senhor do tempo, mas eu sei que vai chover
Me sinto muito bem quando fico com você
Eu tenho habilidade de fazer histórias tristes virarem melodia
E vou vivendo o dia-a-dia
Na paz, na moral, na humilde, busco só sabedoria
Aprendendo todo dia, me espelho em você
Corro junto com você, vivo junto com você, faço tudo por você
Seguindo em frente com fé e atenção
continuo na missão, continuo por você e por mim
Porque quando a casa cai
Não dá pra fraquejar, quem é guerreiro tá ligado
Que guerreiro é assim
O tempo passa e um dia a gente aprende
Hoje eu sei realmente o que faz a minha mente
Eu vi o tempo passar e pouca coisa mudar
Então tomei um caminho diferente
Tanta gente equivocada faz mau uso da palavra
Falam, falam o tempo todo, mas não tem nada a dizer
Mas eu tenho um santo forte, é incrível a minha sorte
Agradeço todo tempo ter encontrado você
O tempo é rei, a vida é uma lição
E um dia a gente cresce,
e conhece nossa essência e
ganha experiência
E aprende o que é raiz, então cria consciência
Tem gente que reclama da vida o tempo todo
Mas a lei da vida é quem dita o fim do jogo
Eu vi de perto o que neguinho é capaz por dinheiro
Eu conheci o próprio lobo na pele de um cordeiro
Infelizmente a gente tem que tá ligado o tempo inteiro,
ligado nos pilantras e também nos bagunceiros
E a gente se pergunta por que a vida é assim
É difícil pra você e é difícil pra mim
Eu não sou senhor do tempo, mas eu sei que vai chover
Me sinto muito bem quando fico com você
Eu tenho habilidade de fazer histórias tristes virarem melodia
E vou vivendo o dia-a-dia
Na paz, na moral, na humilde, busco só sabedoria
Aprendendo todo dia, me espelho em você
Corro junto com você, vivo junto com você, faço tudo por você
Vivendo nesse mundo louco hoje só na brisa
Viver pra ser melhor, também é um jeito de levar a vida
O tempo passa e um dia a gente aprende
Hoje eu sei realmente o que faz a minha mente
Eu vi o tempo passar e pouca coisa mudar
Então tomei um caminho diferente
Tanta gente equivocada faz mau uso da palavra
Falam, falam o tempo todo, mas não tem nada a dizer
Mas eu tenho um santo forte, é incrível a minha sorte
Agradeço todo tempo ter encontrado você
Vem que o bom astral vai dominar o mundo
Eu já briguei com a vida,
Hoje eu vivo bem com todo mundo aí
Na maior moral é Charlie Brown
Vivendo nesse mundo louco hoje só na brisa
Viver pra ser melhor, também é um jeito de levar a vida"	Rock
5977	pt	"O melhor esconderijo, a maior escuridão
Já não servem de abrigo, já não dão proteção
holofotes que iluminam a libido e o vírus
O poder, o pudor os lábios e o batom
Há um muro de concreto entre nossos lábios
Há um muro de Berlim dentro de mim
Tudo se divide todos se separam
A diferença é o que temos em comum
Que a chuva caia como uma luva
Um diluvio um delírio
Que a chuva traga alivio imediato
Que a noite caia de repente caia
Tao demente quanto um raio
Que a noite traga alivio imediato
Não ha nada de concreto entre nossos labios
Só um muro de batom e frases sem fim
holofotes nos meus olhos cegam mais do que iluminam
nem caiu a ficha e já caiu a ligaçao
Que a chuva caia como uma luva
Um diluvio um delírio
Que a chuva traga - alivio imediato
Que a noite caia de repente caia
Tao demente quanto um raio
Que a noite traga - alivio imediato
Que a chuva caia como uma luva
Um diluvio um delírio
Que a chuva traga - alivio imediato
Que a noite caia de repente caia
Tao demente quanto um raio
Que a noite traga - alivio imediato"	Rock
5134	pt	"Foda-se se eles se acharem educados demais pra mim!
Eu digo foda-se se eles se acharem elitizados demais pra mim!
Eu digo foda-se se eles se acharem inteligentes demais pra mim!
Eu digo foda-se se eles se acharem bons demais pra mim!
Eles são todos iguais!!
Eles são todos iguais!!
Meu estilo de vida liberta minha mente
Completamente louco, mas um louco consciente
Eu vivo a vida, é assim que se faz!
Um passo além leva sempre a algo mais!"	Rock
4488	pt	"Cássia Eller/Hermelino Néder
Gm Dm Gm Eb
Não amarga marginal defende o seu pão no pau
Gm Dm
Repousa tua fantasia no mal
Gm
Ama teu destino como tal
Gm Dm Gm Eb
Não amarga marginal defende o seu pão no pau
Gm Dm
Repousa tua fantasia no mal
Gm
Ama teu destino como tal
Bb Db
Tira desse sangue todo o sal
Eb Ab Bb
Chama esse seu louco e diga são
Db
Faz do teu delito o vão
Eb Ab Bb."	Rock
3840	pt	"A verdade é que nos dias em que estive só
Eu não vi nada mais que o fim
Cansei de ter que perguntar o caminho que eu vou
Pra qualquer um que estivesse aqui
Eu já me arrependi
De muitas coisas que não fiz
Não posso usar como motivo
Pois no fim eu sempre fui feliz
Acho que tinha que ser assim
Tem coisas boas na vida que nem sempre chegam ao fim
Acontece que nem tudo é como você sonhou
Mas enquanto você chora muitos querem a metade
Do que você jogou
Acho que tinha que ser assim
Tem coisas boas na vida que todos deveriam ter
Antes de saber quem é o errado, eu ou você...
Ajudar sem julgar ninguém quer, por que iriam querer?
A verdade é que nos dias em que estive só
Eu não vi nada mais que o fim
Cansei de ter que perguntar o caminho que eu vou
Ou que eu devia seguir
Acho que tinha que ser assim
Tem coisas boas na vida que nem sempre chegam ao fim
Mesmo não sabendo quem é o errado, eu ou você...
Resolveria o que?"	Rock
5056	pt	"Esse ano quero paz no meu coração,
Quem quiser ter um amigo, que me de a mão
O tempo passa, e com ele caminhamos todos juntos
Sem parar
Nossos passos pelo chão vão ficar.
Marcas do que se foi,
Sonhos que vamos ter
Como todo dia nasce novo em cada amanhecer.
Ôuo!
Marcas do que se foi,
Sonhos que vamos ter
Como todo dia nasce novo em cada amanhecer.
Esse ano quero paz no meu coração,
Quem quiser ter um amigo, que me de a mão
O tempo passa, e com ele caminhamos todos juntos
Sem parar
Nossos passos pelo chão vão ficar.
Marcas do que se foi,
Sonhos que vamos ter
Como todo dia nasce novo em cada amanhecer.
Ôuo!
Marcas do que se foi,
Sonhos que vamos ter
Como todo dia nasce novo em cada amanhecer."	Rock
